id,userid,published,last_updated,location,installer_name,installer_url,url,share,hp_model,hp_type,hp_output,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,heat_loss,age,insulation,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,electricity_tariff_unit_rate_hp,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,notes,mid_metering,kwh_m2,design_temp,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heatgeek,indoor_temperature,betateach,emoncmsorg_userid,installer_logo,ultimaterenewables,heatingacademy,youtube,data_flag,data_flag_note,hp_max_output,measured_base_DT,measured_design_DT,measured_heat_loss,measured_heat_loss_range,hp_max_output_test,volumiser,legionella_immersion,metering_inc_immersion,uses_backup_heater,metering_inc_secondary_heating_pumps,weighted_average_flow_minus_outside,measured_mean_flow_temp_coldest_day,measured_max_flow_temp_coldest_day,measured_outside_temp_coldest_day,measured_emitter_spec,measured_system_volume,weighted_average_ideal_carnot,weighted_flow_temp,latitude,longitude,stats.id,stats.timestamp,stats.combined_elec_kwh,stats.combined_heat_kwh,stats.combined_cop,stats.combined_data_length,stats.combined_elec_mean,stats.combined_heat_mean,stats.combined_flowT_mean,stats.combined_returnT_mean,stats.combined_outsideT_mean,stats.combined_roomT_mean,stats.combined_prc_carnot,stats.running_elec_kwh,stats.running_heat_kwh,stats.running_cop,stats.running_data_length,stats.running_elec_mean,stats.running_heat_mean,stats.running_flowT_mean,stats.running_returnT_mean,stats.running_outsideT_mean,stats.running_roomT_mean,stats.running_prc_carnot,stats.space_elec_kwh,stats.space_heat_kwh,stats.space_cop,stats.space_data_length,stats.space_elec_mean,stats.space_heat_mean,stats.space_flowT_mean,stats.space_returnT_mean,stats.space_outsideT_mean,stats.space_roomT_mean,stats.space_prc_carnot,stats.water_elec_kwh,stats.water_heat_kwh,stats.water_cop,stats.water_data_length,stats.water_elec_mean,stats.water_heat_mean,stats.water_flowT_mean,stats.water_returnT_mean,stats.water_outsideT_mean,stats.water_roomT_mean,stats.water_prc_carnot,stats.cooling_elec_kwh,stats.cooling_heat_kwh,stats.cooling_cop,stats.cooling_data_length,stats.cooling_elec_mean,stats.cooling_heat_mean,stats.cooling_flowT_mean,stats.cooling_returnT_mean,stats.cooling_outsideT_mean,stats.cooling_roomT_mean,stats.cooling_prc_carnot,stats.combined_cooling_kwh,stats.combined_starts,stats.combined_starts_per_hour,stats.from_energy_feeds_elec_kwh,stats.from_energy_feeds_heat_kwh,stats.from_energy_feeds_cop,stats.quality_elec,stats.quality_heat,stats.quality_flowT,stats.quality_returnT,stats.quality_outsideT,stats.quality_roomT,stats.error_air,stats.error_air_kwh,stats.unit_rate_agile,stats.unit_rate_cosy,stats.unit_rate_go
266,285,1,1719855129,Runcorn ,Self-install,,https://emoncms.org/app/view?name=Myheatpump&readkey=d83f99d58205df03392e70867fa5e486,1,Samsung Gen 7,Air Source,8.0,R290,Cylinder with coil,210,0.0,0,1,0,0,None,55.0,0,0.0,Anti-freeze valves,1,Weather compensation with simple set point control,Manual control of tank temperature,63.0,Disabled,0,Semi-detached,152.0,0,0.0,1983 to 2011,"Fully insulated walls, floors and loft",Octopus ,On peak & Off peak,7.5,,3838,85,1,30,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,Self install house has 21 radiators 10mm pipes of 22mm flow and returns ,1,0,0.0,0,10166,2281,0,1,,0,,0,0,,0,,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.3421509,-2.7334941,266,False,2236.07,7149.16,3.1971986565715738,19572500,968.692,2940.22,31.5602,26.941,7.53603,19.793,47.5484,2220.35,7109.56,3.201999684734389,4554240,1917.35,6012.77,43.5939,36.0174,7.49319,19.9604,47.3816,2129.9,6965.35,3.2702709047373117,4421100,1908.49,6064.62,43.4652,35.8406,7.41156,19.9646,47.9689,90.4595,144.215,1.5942493602109231,133140,2589.01,4942.21,52.0227,45.8311,11.6069,19.7697,29.412699999999997,0.0,0.0,,0,,,,,,,,187.593,1842,0.33880189040745945,2261.23,7385.0,3.265921644414765,98.3179,99.3483,99.3483,99.3483,99.982,97.9649,38570,35.8687,0.0,0.0,0.0
267,81,1,1729786321,Shetland,A J Pottinger,https://www.ajpottinger.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=3b76bfd3dc810d0f9f12c01ca82c650f,1,Stiebel Eltron WPE-I 12 HK 230 Premium,Ground Source,12.0,R454C,Cylinder with coil,300,0.0,0,1,0,1,Buffer,45.0,0,0.0,Not applicable,2,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 3-6C,50.0,Disabled,0,Detached,319.0,0,0.0,2012 or newer,"Fully insulated walls, floors and loft",,Single fixed rate,26.57,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,1,1,,1,0,-3.0,0,28909,2147,1,1,,0,ajpottinger.png,0,0,,0,,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,60.333333,-1.333333,267,False,2872.11,13296.3,4.629453607278272,17406900,736.144,3350.4,35.0413,31.6906,8.18173,21.730599999999995,210.355,2871.8,13154.6,4.580611463193816,10549200,1026.19,4644.07,35.5548,31.225,8.14489,21.6584,207.41,1785.36,9280.94,5.19835775417843,7796260,907.5169999999999,4545.0,38.125,31.9974,7.531209999999999,21.5014,63.833999999999996,1086.44,3873.62,3.5654246898125987,2752920,1429.24,5101.74,28.4382,29.2769,9.68216,21.8642,293.042,0.0,0.0,,0,,,,,,,,101.818,2764,0.5716353859676335,2937.78,13710.0,4.666789208177603,95.4995,95.4966,95.4966,95.4966,99.9802,27.8657,0,0.0,0.0,0.0,0.0
286,321,1,1729116981,Leicester,Jason Holme,https://holmeplumbingandheatingltd.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=fed7d8b2c04fe55cfb309cae7138b2b6,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,150,0.0,1,0,0,0,None,35.0,30,0.6,Glycol/water mixture,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,44.0,Weekly,60,Bungalow,100.0,15264,0.0,1900 to 1939,Solid walls,,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-3.0,2972,0,0,1,1,,0,holmeplumbingandheatingltd.png,0,0,,0,,6.8,4.0,23.0,3.5,0.5,0.0,0,0,0,0,0,27.4129,34.23,34.5,-2.26,0.0,0,0.0,35.2665,52.6362,-1.1331969,286,False,4301.41,17594.6,4.0904261625838965,35602400,586.91,2309.6,34.4754,31.814199999999996,7.94858,21.0777,50.0913,4243.97,17524.8,4.129341159339015,21596200,742.318,3001.94,36.1926,32.8919,7.61614,21.0414,49.9331,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,142.093,2984,0.3017324674741029,4872.18,19793.4,4.0625346354198735,99.5939,92.193,92.193,92.193,99.1984,97.2701,210,0.0620658,0.0,0.0,0.0
268,172,1,1722561761,Liphook,Urban Plumbers,https://www.urbanplumbers.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=39327cf9e5ad88b570978353d2ce87f9,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,200,2.0,1,0,0,0,None,38.0,27,0.45,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,48.0,Weekly,70,Detached,50.0,9000,3.0,1940 to 1982,"Cavity wall, plus some loft insulation",,,0.24,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,180,-2.0,2000,9000,2000,1,1,,0,urbanplumbers.png,0,1,https://www.youtube.com/channel/UCWDa_bhiU5Vz-Xw487IQdZw,0,,6.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0717506,-0.8002983,268,False,18.7459,88.3735,4.714284190142912,527910,149.862,673.626,25.1633,24.6799,12.4886,19.0175,41.8595,17.6297,86.1628,4.887366205891195,112740,562.591,2753.51,31.2829,28.486499999999996,12.790000000000001,18.6467,42.4041,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.847,49,0.334147866113542,18.752,88.0,4.69283276450512,87.2864,93.839,93.839,93.839,100.0,93.8591,0,0.0,0.0,0.0,0.0
269,301,1,1727346532,Altrincham,Dan Bailey Hohm Ltd,https://heatmyhohm.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=d4a7ed2bf2cf8ff82024b74b57731bc5,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,200,1.4,1,0,0,0,None,40.0,27,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,42.0,Disabled,60,Detached,120.0,0,5.8,1983 to 2011,"Cavity wall, plus some loft insulation",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,0,-3.0,0,0,0,1,0,,0,heatmyhohm.png,0,1,,0,,5.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.3839662,-2.3525463,269,False,1117.26,3833.85,3.431475216153805,14676600,449.832,1617.74,29.6375,27.4378,7.69869,,39.7796,1089.66,3788.62,3.476882697355138,5947740,664.16,2362.76,31.858,29.1317,7.67391,,39.4125,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,46.116,1014,0.2487224561546952,1131.77,2745.23,2.425607676471368,98.8074,98.1899,98.1899,98.1899,99.3495,0.0,621800,183.634,0.0,0.0,0.0
275,305,1,1735983126,"Yvoir, Belgium",Self-Install,,https://emoncms.org/app/view?name=Arotherm55&readkey=cf5de42a808d52683599b86327293092,1,Vaillant Arotherm+,Air Source,5.0,R290,None,0,0.0,1,0,0,1,None,32.0,28,0.25,Anti-freeze valves,1,"Pure weather compensation, no room influence",Not applicable,0.0,,0,Detached,270.0,14000,9.0,2012 or newer,"Fully insulated walls, floors and loft",Engie Drive Variable,Single fixed rate,0.06,,15000,100,0,0,Other Modbus/MBUS meter (class 1),Heat pump integration,0,1,0,1,"Cooling Mode activated - Vaillant Ecotec Pro 25 kW in // ( limited to 12kW ) in sleeping mode during this first winter, let's see how low I can go with the HP - Some wood fires in the evening if really cold outside (you'll see inside temp increasing and T demand lowering if this happen)- DHW 300L Vaillant Arostor VWL B 290/4 at 50° not connected to the HP -  ebusd > MQTT > HA > emoncms (temp sensors calibrated) - polling rate ok since 01/11/2024",0,48,-2.0,0,0,0,0,1,,0,,0,0,https://www.youtube.com/watch?v=JCsPgmUYTEc&list=PLFEBoKGV6ZjYLlrpIebwL2GuxOYa1gkkj,0,No data available ,6.8,-3.0,20.0,9.0,0.5,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,130,0.0,0.0,50.3260425,4.877815,275,False,1198.8,5202.06,4.33938938938939,14850900,535.605,2179.65,26.7952,24.9861,6.77395,21.2057,45.1483,1177.44,5052.36,4.290970240521809,7251430,622.37,2604.81,27.138,25.2713,6.49064,21.1851,43.9538,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,75.7607,444.41,5.865970087393596,709340,389.289,2284.49,18.4297,20.62,23.54,24.6599,,548.766,694,0.16823222834979698,1199.54,4321.44,3.6025809893792617,99.032,98.902,99.384,99.3788,99.4062,99.4649,920,0.412744,0.0,0.0,0.0
276,93,1,1733938221,Machynlleth,John Cantor,https://heatpumps.co.uk,https://emoncms.org/app/view?name=Ecodan6&readkey=86b03ab328f524c7f1e1d2aec35fb090,1,Mitsubishi Ecodan,Air Source,6.0,R32,Cylinder with coil,170,3.0,1,0,0,0,None,40.0,34,0.0,Central heat pump water circulation,6,Manual flow temperature control,Automatic top up of tank if temperature drops by 6-10C,51.0,Disabled,0,End-terrace,300.0,0,0.0,Pre-1900,Solid walls,,On peak & Off peak,18,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,PUZ-WM60VAA with updated firmware - This is a large irregularly used building that also uses considerable wood-stove input in winter. The average temperature is relatively low,1,0,-2.0,0,0,0,0,0,,0,heatpumps.png,0,0,,0,,6.0,0.0,0.0,0.0,0.0,5.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.5905191,-3.8518104,276,False,3098.1,14226.6,4.592040282753946,23392800,757.109,3519.84,32.9176,29.6075,8.84847,,54.1411,2950.96,13987.2,4.7398812589801285,10872500,995.2710000000001,4709.08,35.0321,30.7599,8.5373,,53.3663,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,120.85,4147,0.6381963681132656,3100.18,14393.4,4.642762678296099,98.466,99.3197,99.3202,99.32,99.4253,0.0,0,0.0,0.0,0.0,0.0
277,309,1,1736089451,York,John Wood,https://www.johnwoodplumbing.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=b8b8ec2583b28afcbbff8992760857cd,1,Vaillant Arotherm+,Air Source,12.0,R290,Cylinder with coil,300,6.0,1,0,0,1,None,35.0,40,0.6,Anti-freeze valves,0,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50.0,Weekly,70,Detached,212.0,0,5.0,1900 to 1939,Some insulation in walls and loft,,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,"Original 1900 farmhouse featuring three extensions: Extension 1 built in 1940, Extension 2 constructed in 1960, and Extension 3 added in 1980.",1,0,-3.7,0,0,0,1,1,,0,johnwoodplumbing.png,0,1,,0,,13.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.96565785,-1.0743052444639218,277,False,3302.09,15330.6,4.642695989509674,15385000,1237.36,5252.66,26.5431,24.2886,8.4718,19.1596,49.99920000000001,3274.95,15240.6,4.653689369303349,6424700,1872.42,8610.73,30.6362,27.1307,8.21872,19.1206,49.7086,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,328.009,794,0.18579135521611959,3305.41,15673.2,4.74168106225854,98.9261,98.9256,98.9256,98.9256,99.9769,49.6123,5810,4.28439,0.0,0.0,0.0
278,2,1,1718810012,Gwynedd,Bespoke Energy Solutions,https://bespokeenergysolutions.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=5f77aee3a3079c38a1f7e2d4c20d4443,1,Vaillant Arotherm+,Air Source,10.0,R290,Cylinder with coil,200,3.0,1,0,0,0,None,43.0,0,0.6,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,45.0,,0,Detached,184.0,13400,7.5,1983 to 2011,Some insulation in walls and loft,Octopus Agile,Variable half hourly,15,,0,0,0,4,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,Installed by https://bespokeenergysolutions.co.uk for https://www.hafodrenewables.co.uk,1,73,-3.0,3000,0,0,0,1,,0,bespokeenergysolutions.jpg,0,0,,0,,10.7,4.2,23.0,6.99,0.7,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.9089585,-3.8335244282124785,278,False,2719.75,13206.0,4.85559334497656,24065600,602.093,2871.27,27.9459,26.1934,8.91661,19.6987,52.063,2591.66,13185.3,5.087588649745723,7697150,1218.82,6222.41,31.5217,28.5291,8.66921,19.67,52.1211,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,59.428,2969,0.44413602818961506,2751.38,13221.9,4.805552122934673,97.7321,97.7875,97.7874,97.7874,99.6345,96.9814,1840,0.0,0.0,0.0,0.0
281,297,1,1727346582,Middlesex,Mylo Energy,https://myloenergy.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=01b935ab28c7cb272879d3f4fe637357,1,Vaillant Arotherm+,Air Source,12.0,R290,Cylinder with plate heat exchanger,0,0.0,0,1,0,1,Buffer,40.0,0,0.0,Anti-freeze valves,3,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,60.0,Weekly,70,Detached,245.0,20221,12.81,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,,1,83,-2.0,5639,0,0,1,1,,0,myloenergy.png,0,1,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.546055800000005,-0.2537791389340719,281,False,2803.19,9172.54,3.272179195844734,7446550,1579.23,5005.87,34.2385,30.526100000000003,8.36373,19.7371,40.8367,2786.51,9142.46,3.28097153787354,3308080,3073.52,10055.1,38.2458,33.9795,8.31039,19.6605,40.6769,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,147.516,652,0.3152063707354412,2803.41,9345.0,3.333440345864501,99.0662,99.0652,99.0652,99.0652,99.9521,65.1924,0,0.0,0.0,0.0,0.0
282,319,1,1732219775,"Longframlington, Northumberland",Greenhome Heating,https://greenhomeheating.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=3107c15e018ae9d8eb37412fa1c58446,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,250,3.0,1,1,0,1,None,40.0,0,0.3,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45.0,Weekly,67,Detached,190.0,12,7.0,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,1,1,New build house,1,,-4.27,4,0,0,1,1,https://open.spotify.com/episode/5abHotORW9qvOAWvVD8VBo?si=6miCYZutRZuPg0vrw-ea5g,0,greenhomeheating.png,0,0,https://www.youtube.com/@greenhomeheatingltd,0,,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.31576025,-1.7947337291160346,282,False,3353.93,14107.5,4.206259522411022,24559700,831.923,3363.21,30.0084,27.7715,8.09842,22.007,47.3543,3209.38,14098.8,4.392998024540565,13985400,931.419,3893.14,31.136499999999998,28.5567,7.64551,21.896,47.3263,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,240.858,832,0.12195588708331129,3358.55,14368.0,4.2780366527221565,99.4239,99.3901,99.3901,99.3901,99.9563,85.4571,0,0.0,0.0,0.0,0.0
283,320,1,1722561844,Pembrokeshire ,Simon Killick,,https://emoncms.org/app/view?name=MyHeatpump&readkey=6420f042a048cd8deeb9ac4ab0782e85,1,Vaillant Arotherm+,Air Source,3.5,R290,Cylinder with coil,250,2.4,1,0,0,1,None,30.0,28,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,48.0,Weekly,60,Detached,136.0,4900,2.6,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,0,,1,,-2.0,2300,0,0,0,0,,0,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.8339209,-4.916667,283,False,956.466,4104.2,4.291004593994977,16298900,351.258,1551.06,29.1283,28.44,10.4908,,48.9044,932.972,4037.51,4.327578962712708,4053120,852.635,3669.05,35.7255,32.4958,10.3178,,48.187,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,53.345,514,0.11352913386792973,958.225,4128.0,4.307965248245454,99.2898,99.2959,99.2959,99.2959,99.9781,0.0,0,0.0,0.0,0.0,0.0
284,172,1,1722561773,Woodley,Urban Plumbers,https://www.urbanplumbers.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=f5014c27ff67add441f62c60c5e67e7e,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,300,2.0,1,0,0,1,None,40.0,28,0.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,0.0,Weekly,70,Detached,175.0,15000,7.5,1940 to 1982,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,0,,1,,-2.0,5000,15000,5000,1,1,,0,urbanplumbers.png,0,1,https://www.youtube.com/channel/UCWDa_bhiU5Vz-Xw487IQdZw,0,,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.4530441,-0.9046899,284,False,2016.82,8884.54,4.405222082287959,16004500,880.059,3659.05,29.732,27.0178,7.85357,19.4208,50.1294,1995.45,8824.55,4.4223358139767965,6718250,1131.7,4866.23,32.4412,29.0227,8.05059,19.392,49.8209,748.054,3246.51,4.339940699468221,2606860,1076.56,4546.51,31.7618,28.5865,5.89867,19.6547,51.12250000000001,115.258,411.8,3.572853945062382,248920,1754.5,6135.65,38.7017,33.9921,6.79352,19.451,47.3287,0.0,0.0,,0,,,,,,,,139.722,708,0.1592552094723359,2042.26,9128.0,4.469558234504912,98.232,98.0302,98.0302,98.0302,99.6914,87.9454,0,0.0,0.0,0.0,0.0
300,329,1,1727622037,Croxley Green,Custom Renewables,https://custom-renewables.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=b3b9527ebb0093171cb1876a693f2b7e,1,Viessmann Vitocal 150A,Air Source,8.0,R290,Cylinder with coil,200,6.0,1,1,0,1,None,45.0,0,0.5,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Weekly,60,Semi-detached,164.0,19380,7.2,1900 to 1939,"Fully insulated walls, floors and loft",Octopus,On peak & Off peak,19,,3900,70,1,12,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-3.0,3445,15033,2327,1,1,,0,custom-renewables.png,0,0,,0,,6.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.6508446,-0.4454648,300,False,1224.17,5947.58,4.8584592009279755,14484400,505.586,2321.33,27.8509,26.344899999999996,7.70976,20.4548,51.04709999999999,1211.69,5924.14,4.889154816826086,7606490,601.51,2864.64,29.054600000000004,27.1324,7.27567,20.4001,50.7598,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,82.326,399,0.09916876087376764,1235.83,6092.0,4.929480591990808,95.2729,99.0475,99.0475,99.0475,99.9763,99.0927,0,0.0,0.0,0.0,0.0
287,312,1,1720028769,Lincoln,GlowGroup,https://the-glow-group.co.uk/,https://emoncms.org/app/view?name=MyHeatpump2&readkey=c5a84a724dbbd70e3f802eb517bf124c,1,Clivet,Air Source,11.0,R290,Cylinder with coil,250,0.0,1,0,0,0,Buffer,40.0,0,0.0,Anti-freeze valves,1,Custom controller,Twice daily scheduled heat up of tank,46.8,Disabled,0,Detached,175.0,19948,0.0,1983 to 2011,Some insulation in walls and loft,Octopus Agile,Variable half hourly,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,0,,1,,-3.2,7300,0,0,0,0,,0,the-glow-group.png,0,1,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29.5823,36.79,0.0,-1.4,0.0,0,0.0,37.0118,53.2293545,-0.5404819,287,False,7130.37,25376.7,3.558959773475991,31399400,1241.36,4252.1,34.5334,31.273,7.74138,19.9996,45.9089,7060.69,25343.8,3.5894225635171635,13358800,1951.39,7036.089999999999,37.1187,33.092,7.54683,19.9994,45.8507,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,841.735,4349,0.49862099275782346,7309.37,28228.0,3.861892338190569,88.1396,88.252,88.252,88.252,99.0819,33.9145,130,0.0,0.0,0.0,0.0
334,370,1,1728384292,Cornwall,MG Construction,https://www.instagram.com/markgibbs_mg_construction/?hl=en-gb,https://emoncms.org/app/view?name=MyHeatpump&readkey=a6b7319b000cfd4b3948b57e8bc6a1bd,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,300,6.0,0,1,0,1,Buffer,45.0,30,0.6,Anti-freeze valves,3,Weather compensation with a little room influence,Manual control of tank temperature,60.0,Disabled,60,Bungalow,350.0,17918,11.0,1983 to 2011,"Fully insulated walls, floors and loft",OCTOPUS,On peak & Off peak,0.24,,10000,100,1,100,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,buffer tank heated by solar PV divert,1,,-3.0,6206,0,0,0,1,,0,instagram.png,0,0,,0,,8.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.443348900000004,-4.62465658489158,334,False,1249.32,5736.96,4.5920660839496685,10811200,540.231,2448.1,32.138,30.0738,9.94853,22.6339,46.1125,1228.1,5708.36,4.648123117010016,6165590,723.139,3350.6600000000003,31.8962,29.5143,9.80788,22.5582,45.8872,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,43.63,1037,0.3453085688915199,1249.89,5782.0,4.6260070886237985,99.3094,99.3092,99.3092,99.3092,99.9336,96.5632,0,0.0,0.0,0.0,0.0
